Name,Alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
a18,22.0,1.2596,0.34699,0.33353,-0.209,0.474,1.0
a18,22.5,1.275,0.35117,0.33777,-0.2127,0.4555,1.0
a18,23.0,1.2934,0.35963,0.34632,-0.2163,0.4365,1.0
a18,23.5,1.3118,0.36938,0.35613,-0.22,0.4196,1.0
a18,24.0,1.3261,0.37325,0.36006,-0.224,0.404,1.0
a18,24.5,1.341,0.37835,0.36533,-0.2281,0.3887,1.0
a18,25.0,1.3562,0.38428,0.37135,-0.2322,0.3741,1.0
a18,25.5,1.3714,0.39086,0.37801,-0.2364,0.3603,1.0
a18,26.0,1.3867,0.39822,0.38547,-0.2406,0.347,1.0
a18,26.5,1.4021,0.40645,0.3938,-0.2447,0.3337,1.0
a18,27.0,1.4152,0.41046,0.39794,-0.2492,0.3211,1.0
a18,27.5,1.4268,0.41195,0.39958,-0.2541,0.3098,1.0
a18,28.0,1.4392,0.41621,0.40393,-0.2589,0.2994,1.0
a18,28.5,1.4528,0.4237,0.41153,-0.2634,0.2891,1.0
a18,29.0,1.4677,0.43565,0.42361,-0.2673,0.2774,1.0
a18,29.5,1.4763,0.43178,0.41983,-0.2731,0.2688,1.0
a18,30.0,1.4886,0.43912,0.42728,-0.2778,0.2607,1.0
a18sm,0.0,0.1752,0.038,0.01526,-0.0687,1.0,1.0
a18sm,0.5,0.2218,0.03901,0.0154,-0.069,1.0,1.0
a18sm,1.0,0.2661,0.0402,0.01601,-0.0689,1.0,1.0
a18sm,1.5,0.3084,0.0416,0.017,-0.0688,1.0,1.0
a18sm,2.0,0.349,0.04322,0.01839,-0.0687,1.0,1.0
a18sm,2.5,0.3878,0.04507,0.02017,-0.0687,1.0,1.0
a18sm,3.0,0.4249,0.04719,0.02231,-0.0687,1.0,1.0
a18sm,3.5,0.4603,0.04958,0.02484,-0.0689,1.0,1.0
a18sm,4.0,0.494,0.05227,0.02783,-0.0692,1.0,1.0
a18sm,4.5,0.5259,0.0553,0.03119,-0.0697,1.0,1.0
a18sm,5.0,0.556,0.0587,0.03509,-0.0704,1.0,1.0
a18sm,5.5,0.5839,0.06252,0.03942,-0.0714,1.0,1.0
a18sm,6.0,0.6094,0.06683,0.0443,-0.0727,1.0,1.0
a18sm,6.5,0.6319,0.07173,0.04984,-0.0744,1.0,1.0
a18sm,7.0,0.6511,0.07736,0.05623,-0.0767,1.0,1.0
a18sm,7.5,0.6666,0.08384,0.06337,-0.0795,1.0,1.0
a18sm,8.0,0.6784,0.09119,0.07135,-0.083,1.0,1.0
a18sm,8.5,0.6878,0.09927,0.07998,-0.0868,1.0,1.0
a18sm,9.0,0.6963,0.10783,0.08904,-0.0909,1.0,1.0
a18sm,9.5,0.705,0.11666,0.09831,-0.095,1.0,1.0
a18sm,10.0,0.7146,0.12562,0.10777,-0.0992,1.0,1.0
a18sm,10.5,0.7253,0.13465,0.11715,-0.1033,1.0,1.0
a18sm,11.0,0.7373,0.14369,0.1265,-0.1075,1.0,1.0
a18sm,11.5,0.7507,0.15268,0.13576,-0.1116,1.0,1.0
a18sm,12.0,0.7653,0.16161,0.14492,-0.1157,1.0,1.0
a18sm,12.5,0.7812,0.17047,0.15399,-0.1198,1.0,1.0
a18sm,13.0,0.7979,0.17925,0.16295,-0.1239,1.0,1.0
a18sm,13.5,0.8154,0.18796,0.17182,-0.1279,1.0,1.0
a18sm,14.0,0.8335,0.19663,0.18073,-0.132,1.0,1.0
a18sm,14.5,0.866,0.20748,0.19183,-0.14,0.9785,1.0
a18sm,15.0,0.9019,0.21837,0.20294,-0.1481,0.9385,1.0
a18sm,15.5,0.935,0.22943,0.21418,-0.1549,0.9,1.0
a18sm,16.0,0.9654,0.23924,0.22415,-0.1603,0.8586,1.0
a18sm,16.5,0.9876,0.24528,0.23039,-0.1639,0.8258,1.0
a18sm,17.0,1.0122,0.2535,0.23872,-0.168,0.7947,1.0
a18sm,17.5,1.041,0.26494,0.2503,-0.1725,0.7604,1.0
a18sm,18.0,1.0621,0.27132,0.25673,-0.1756,0.7292,1.0
a18sm,18.5,1.0843,0.27918,0.26467,-0.179,0.7005,1.0
a18sm,19.0,1.1073,0.28811,0.2738,-0.1826,0.6731,1.0
a18sm,19.5,1.1292,0.29637,0.28213,-0.1859,0.645,1.0
a18sm,20.0,1.1508,0.30478,0.29063,-0.1891,0.6169,1.0
a18sm,20.5,1.169,0.31014,0.29607,-0.1921,0.5907,1.0
a18sm,21.0,1.1861,0.31531,0.30128,-0.1953,0.5685,1.0
a18sm,21.5,1.2092,0.3268,0.31287,-0.1989,0.5452,1.0
a18sm,22.0,1.2238,0.32942,0.31565,-0.2021,0.5234,1.0
a18sm,22.5,1.2446,0.33949,0.32581,-0.2055,0.5016,1.0
a18sm,23.0,1.2597,0.34292,0.32931,-0.209,0.4807,1.0
a18sm,23.5,1.2813,0.3553,0.34183,-0.2125,0.4602,1.0
a18sm,24.0,1.2954,0.35854,0.34509,-0.2163,0.4439,1.0
a18sm,24.5,1.3104,0.36289,0.34952,-0.2202,0.4273,1.0
a18sm,25.0,1.3261,0.36847,0.35518,-0.2241,0.4103,1.0
a18sm,25.5,1.3423,0.37518,0.3621,-0.228,0.3935,1.0
a18sm,26.0,1.3585,0.38258,0.3696,-0.232,0.3775,1.0
a18sm,26.5,1.3741,0.3898,0.37693,-0.236,0.3624,1.0
a18sm,27.0,1.3884,0.39521,0.38243,-0.2402,0.3485,1.0
a18sm,27.5,1.4016,0.39921,0.38652,-0.2447,0.3359,1.0
a18sm,28.0,1.4146,0.40344,0.39083,-0.2493,0.3244,1.0
a18sm,28.5,1.4281,0.4092,0.39678,-0.2539,0.3135,1.0
a18sm,29.0,1.4423,0.41718,0.40488,-0.2582,0.3022,1.0
a18sm,29.5,1.4571,0.42758,0.41542,-0.2623,0.2899,1.0
a18sm,30.0,1.4667,0.42577,0.41371,-0.2677,0.2796,1.0
ag03,0.0,0.1102,0.03245,0.00873,-0.024,1.0,1.0
ag03,0.5,0.1522,0.03283,0.00866,-0.0228,1.0,1.0
ag03,1.0,0.1929,0.03339,0.009,-0.0216,1.0,1.0
ag03,1.5,0.2319,0.03416,0.00968,-0.0206,1.0,1.0
ag03,2.0,0.2692,0.03521,0.01078,-0.0199,1.0,1.0
ag03,2.5,0.3044,0.03661,0.01234,-0.0195,1.0,1.0
ag03,3.0,0.3367,0.03844,0.01444,-0.0196,1.0,1.0
ag03,3.5,0.3659,0.0408,0.01708,-0.0204,1.0,1.0
ag03,4.0,0.3918,0.04378,0.02039,-0.022,1.0,1.0
ag03,4.5,0.4144,0.04742,0.02439,-0.0244,1.0,1.0
ag03,5.0,0.4344,0.05172,0.02917,-0.0274,1.0,1.0
ag03,5.5,0.4526,0.05661,0.03443,-0.0308,1.0,1.0
ag03,6.0,0.4694,0.06201,0.04019,-0.0345,1.0,1.0
ag03,6.5,0.4853,0.06784,0.04638,-0.0382,1.0,1.0
ag03,7.0,0.5006,0.07405,0.05294,-0.042,1.0,1.0
ag03,7.5,0.5157,0.08061,0.06,-0.0457,1.0,1.0
ag03,8.0,0.5304,0.08746,0.0672,-0.0493,1.0,1.0
ag03,8.5,0.5451,0.09457,0.07465,-0.0528,1.0,1.0
ag03,9.0,0.5596,0.10189,0.08229,-0.0563,1.0,1.0
ag03,9.5,0.5743,0.10939,0.0901,-0.0597,1.0,1.0
ag03,10.0,0.5892,0.11702,0.09803,-0.0631,1.0,1.0
ag03,10.5,0.6044,0.12476,0.10616,-0.0664,1.0,1.0
ag03,11.0,0.6201,0.13256,0.11424,-0.0698,1.0,1.0
ag03,11.5,0.636,0.14042,0.12236,-0.0732,1.0,1.0
ag03,12.0,0.6525,0.14832,0.1305,-0.0766,1.0,1.0
ag03,12.5,0.6694,0.15626,0.13869,-0.0802,1.0,1.0
ag03,13.0,0.6868,0.16425,0.1469,-0.0837,1.0,1.0
ag03,13.5,0.7045,0.17226,0.15512,-0.0874,1.0,1.0
ag03,14.0,0.7225,0.18031,0.16349,-0.0911,1.0,1.0
ag03,14.5,0.7408,0.18841,0.17178,-0.0949,1.0,1.0
ag03,15.0,0.7658,0.19789,0.18149,-0.1006,0.9921,1.0
ag03,15.5,0.8216,0.21369,0.19772,-0.1134,0.9109,1.0
ag03,16.0,0.8553,0.22384,0.20811,-0.1192,0.8493,1.0
ag03,16.5,0.8865,0.23551,0.21996,-0.1241,0.8023,1.0
ag03,17.0,0.9095,0.24251,0.22721,-0.1269,0.7544,1.0
ag03,17.5,0.9386,0.2543,0.23914,-0.1305,0.7055,1.0
ag03,18.0,0.9595,0.2615,0.24643,-0.133,0.667,1.0
ag03,18.5,0.9813,0.27045,0.25545,-0.1359,0.6354,1.0
ag03,19.0,0.9996,0.27661,0.26168,-0.1383,0.6035,1.0
ag03,19.5,1.0222,0.28634,0.27149,-0.1411,0.5697,1.0
ag03,20.0,1.0436,0.29596,0.28116,-0.144,0.5395,1.0
ag03,20.5,1.0625,0.30353,0.28896,-0.1468,0.5129,1.0
ag03,21.0,1.077,0.30727,0.2927,-0.1498,0.4917,1.0
ag03,21.5,1.0976,0.31734,0.30283,-0.1531,0.4696,1.0
ag03,22.0,1.1133,0.3221,0.30764,-0.1563,0.4476,1.0
ag03,22.5,1.1317,0.3306,0.31619,-0.1596,0.4274,1.0
ag03,23.0,1.1472,0.33538,0.32102,-0.1631,0.4075,1.0
ag03,23.5,1.1671,0.34641,0.33215,-0.1665,0.3887,1.0
ag03,24.0,1.1831,0.353,0.33876,-0.1703,0.3735,1.0
ag03,24.5,1.1984,0.35865,0.3446,-0.1742,0.3593,1.0
ag03,25.0,1.2138,0.36457,0.35059,-0.1783,0.3453,1.0
ag03,25.5,1.2292,0.37084,0.35693,-0.1824,0.3315,1.0
ag03,26.0,1.2447,0.37761,0.36377,-0.1865,0.318,1.0
ag03,26.5,1.2602,0.38516,0.37141,-0.1906,0.3048,1.0
ag03,27.0,1.2745,0.3906,0.37696,-0.1949,0.2923,1.0
ag03,27.5,1.2865,0.3917,0.37811,-0.1998,0.282,1.0
ag03,28.0,1.2999,0.39681,0.38339,-0.2046,0.2726,1.0
ag03,28.5,1.3152,0.40629,0.39298,-0.2088,0.2629,1.0
ag03,29.0,1.3278,0.40987,0.39669,-0.2136,0.2529,1.0
ag03,29.5,1.3398,0.4132,0.40008,-0.2188,0.2457,1.0
ag03,30.0,1.3547,0.42542,0.41243,-0.2228,0.2364,1.0
ag04,0.0,0.1022,0.03199,0.00805,-0.0262,1.0,1.0
ag04,0.5,0.1461,0.03233,0.00812,-0.0252,1.0,1.0
ag04,1.0,0.1887,0.03284,0.00853,-0.0244,1.0,1.0
ag04,1.5,0.2296,0.03354,0.00928,-0.0236,1.0,1.0
ag04,2.0,0.2683,0.03451,0.01042,-0.0229,1.0,1.0
ag04,2.5,0.3048,0.03584,0.01206,-0.0227,1.0,1.0
ag04,3.0,0.3384,0.03762,0.01416,-0.023,1.0,1.0
ag04,3.5,0.3684,0.03997,0.01688,-0.024,1.0,1.0
ag04,4.0,0.3945,0.043,0.02031,-0.0259,1.0,1.0
ag04,4.5,0.4173,0.04676,0.02458,-0.0286,1.0,1.0
ag04,5.0,0.4371,0.05121,0.02943,-0.0319,1.0,1.0
ag04,5.5,0.4552,0.05626,0.03487,-0.0357,1.0,1.0
ag04,6.0,0.472,0.06181,0.04081,-0.0397,1.0,1.0
ag04,6.5,0.488,0.06779,0.04717,-0.0436,1.0,1.0
ag04,7.0,0.5034,0.07415,0.05402,-0.0476,1.0,1.0
ag04,7.5,0.5186,0.08085,0.06108,-0.0514,1.0,1.0
ag04,8.0,0.5334,0.08785,0.06844,-0.0551,1.0,1.0
ag04,8.5,0.5481,0.09513,0.07604,-0.0588,1.0,1.0
ag04,9.0,0.5628,0.10262,0.08385,-0.0623,1.0,1.0
ag04,9.5,0.5775,0.1103,0.09184,-0.0658,1.0,1.0
ag04,10.0,0.5924,0.11813,0.10006,-0.0692,1.0,1.0
ag04,10.5,0.6076,0.12605,0.10826,-0.0726,1.0,1.0
ag04,11.0,0.6233,0.13406,0.11651,-0.0761,1.0,1.0
ag04,11.5,0.6394,0.14212,0.12479,-0.0795,1.0,1.0
ag04,12.0,0.656,0.15021,0.13309,-0.083,1.0,1.0
ag04,12.5,0.6732,0.15832,0.1414,-0.0865,1.0,1.0
ag04,13.0,0.6908,0.16646,0.14972,-0.0902,1.0,1.0
ag04,13.5,0.7088,0.17461,0.15802,-0.0938,1.0,1.0
ag04,14.0,0.7271,0.18277,0.16645,-0.0975,1.0,1.0
ag04,14.5,0.7459,0.19095,0.17476,-0.1013,1.0,1.0
ag04,15.0,0.793,0.20577,0.18991,-0.1126,0.9569,1.0
ag04,15.5,0.8352,0.21692,0.2013,-0.1208,0.8794,1.0
ag04,16.0,0.8671,0.22756,0.21209,-0.1259,0.8267,1.0
ag04,16.5,0.8943,0.23667,0.22132,-0.1296,0.779,1.0
ag04,17.0,0.9225,0.24725,0.23212,-0.1331,0.7312,1.0
ag04,17.5,0.9448,0.25477,0.23971,-0.1355,0.687,1.0
ag04,18.0,0.9711,0.26602,0.25104,-0.1387,0.6491,1.0
ag04,18.5,0.9892,0.27202,0.25707,-0.141,0.6191,1.0
ag04,19.0,1.0083,0.2789,0.264,-0.1436,0.589,1.0
ag04,19.5,1.0282,0.28645,0.2716,-0.1463,0.5588,1.0
ag04,20.0,1.0479,0.29418,0.27937,-0.1491,0.5301,1.0
ag04,20.5,1.0666,0.30149,0.28686,-0.152,0.5045,1.0
ag04,21.0,1.0872,0.31114,0.29656,-0.1551,0.4814,1.0
ag04,21.5,1.1029,0.31586,0.30133,-0.1583,0.4609,1.0
ag04,22.0,1.124,0.32697,0.31251,-0.1616,0.4409,1.0
ag04,22.5,1.1377,0.32981,0.31537,-0.165,0.423,1.0
ag04,23.0,1.1553,0.33699,0.32262,-0.1685,0.4035,1.0
ag04,23.5,1.1749,0.348,0.33368,-0.1719,0.3857,1.0
ag04,24.0,1.1891,0.35177,0.33749,-0.1758,0.3705,1.0
ag04,24.5,1.2043,0.35705,0.34296,-0.1797,0.3558,1.0
ag04,25.0,1.22,0.36338,0.34936,-0.1837,0.3421,1.0
ag04,25.5,1.236,0.37083,0.35688,-0.1877,0.3292,1.0
ag04,26.0,1.2524,0.3792,0.36535,-0.1917,0.3164,1.0
ag04,26.5,1.2666,0.38402,0.37027,-0.196,0.3041,1.0
ag04,27.0,1.279,0.38594,0.37224,-0.2008,0.2934,1.0
ag04,27.5,1.2926,0.39082,0.37719,-0.2054,0.2833,1.0
ag04,28.0,1.3073,0.39853,0.38509,-0.2097,0.2732,1.0
ag04,28.5,1.3232,0.41,0.39668,-0.2136,0.2617,1.0
ag04,29.0,1.3331,0.40719,0.39395,-0.2192,0.2534,1.0
ag04,29.5,1.3466,0.41434,0.40119,-0.2238,0.2455,1.0
ag04,30.0,1.3598,0.42132,0.40832,-0.2283,0.2359,1.0
ag08,0.0,0.1093,0.03172,0.00762,-0.0279,1.0,1.0
ag08,0.5,0.1547,0.03201,0.00762,-0.027,1.0,1.0
ag08,1.0,0.1989,0.03243,0.00797,-0.026,1.0,1.0
ag08,1.5,0.2417,0.03302,0.00864,-0.0251,1.0,1.0
ag08,2.0,0.2826,0.03384,0.0097,-0.0244,1.0,1.0
ag08,2.5,0.321,0.03497,0.01124,-0.0239,1.0,1.0
ag08,3.0,0.3566,0.03655,0.01325,-0.024,1.0,1.0
ag08,3.5,0.3876,0.03875,0.01593,-0.0247,1.0,1.0
ag08,4.0,0.4137,0.04175,0.01951,-0.0265,1.0,1.0
ag08,4.5,0.4355,0.04561,0.02381,-0.0294,1.0,1.0
ag08,5.0,0.4543,0.05022,0.02884,-0.0331,1.0,1.0
ag08,5.5,0.4714,0.05544,0.03447,-0.0372,1.0,1.0
ag08,6.0,0.4875,0.06116,0.04059,-0.0414,1.0,1.0
ag08,6.5,0.503,0.06731,0.04724,-0.0456,1.0,1.0
ag08,7.0,0.5179,0.07382,0.05413,-0.0496,1.0,1.0
ag08,7.5,0.5326,0.0807,0.06137,-0.0536,1.0,1.0
ag08,8.0,0.5471,0.08788,0.06889,-0.0575,1.0,1.0
ag08,8.5,0.5614,0.09534,0.07667,-0.0612,1.0,1.0
ag08,9.0,0.5757,0.10302,0.08466,-0.0648,1.0,1.0
ag08,9.5,0.5901,0.11088,0.0928,-0.0683,1.0,1.0
ag08,10.0,0.6048,0.11887,0.10117,-0.0718,1.0,1.0
ag08,10.5,0.6199,0.12696,0.1095,-0.0752,1.0,1.0
ag08,11.0,0.6354,0.13511,0.11787,-0.0787,1.0,1.0
ag08,11.5,0.6515,0.14329,0.12624,-0.0821,1.0,1.0
ag08,12.0,0.6681,0.15148,0.13461,-0.0856,1.0,1.0
ag08,12.5,0.6852,0.15968,0.14297,-0.0891,1.0,1.0
ag08,13.0,0.7029,0.16788,0.15131,-0.0927,1.0,1.0
ag08,13.5,0.7209,0.17607,0.15962,-0.0964,1.0,1.0
ag08,14.0,0.7394,0.18425,0.16803,-0.1,1.0,1.0
ag08,14.5,0.7581,0.19244,0.17632,-0.1038,1.0,1.0
ag08,15.0,0.8068,0.20755,0.19172,-0.1154,0.9536,1.0
ag08,15.5,0.8479,0.21825,0.20265,-0.1232,0.8772,1.0
ag08,16.0,0.8789,0.22826,0.21279,-0.128,0.8248,1.0
ag08,16.5,0.9111,0.24029,0.22507,-0.1325,0.7743,1.0
ag08,17.0,0.9331,0.24697,0.23179,-0.1349,0.7277,1.0
ag08,17.5,0.9567,0.25536,0.24026,-0.1375,0.6835,1.0
ag08,18.0,0.9814,0.26549,0.25046,-0.1405,0.6467,1.0
ag08,18.5,1.0001,0.27192,0.25693,-0.1429,0.6154,1.0
ag08,19.0,1.0205,0.27968,0.26474,-0.1455,0.5844,1.0
ag08,19.5,1.0414,0.28827,0.27339,-0.1483,0.5541,1.0
ag08,20.0,1.0609,0.29606,0.28136,-0.151,0.5259,1.0
ag08,20.5,1.0783,0.30237,0.28771,-0.1539,0.5009,1.0
ag08,21.0,1.0976,0.31085,0.29623,-0.157,0.4784,1.0
ag08,21.5,1.1148,0.31726,0.3027,-0.1601,0.457,1.0
ag08,22.0,1.134,0.32657,0.31206,-0.1635,0.438,1.0
ag08,22.5,1.1484,0.33025,0.31578,-0.1669,0.4196,1.0
ag08,23.0,1.1663,0.33823,0.32384,-0.1703,0.4004,1.0
ag08,23.5,1.1852,0.34855,0.33436,-0.1738,0.3832,1.0
ag08,24.0,1.1995,0.35255,0.33841,-0.1777,0.368,1.0
ag08,24.5,1.2145,0.35795,0.34387,-0.1816,0.3533,1.0
ag08,25.0,1.2301,0.36438,0.35037,-0.1856,0.3396,1.0
ag08,25.5,1.2461,0.37201,0.35808,-0.1896,0.3267,1.0
ag08,26.0,1.2625,0.38081,0.36698,-0.1936,0.3138,1.0
ag08,26.5,1.2751,0.38277,0.36902,-0.1982,0.3022,1.0
ag08,27.5,1.3019,0.39185,0.37836,-0.2074,0.2817,1.0
ag08,28.0,1.3171,0.40096,0.38757,-0.2115,0.2711,1.0
ag08,28.5,1.3305,0.4062,0.39295,-0.2161,0.2602,1.0
ag08,29.0,1.3417,0.40758,0.39438,-0.2213,0.2524,1.0
ag08,29.5,1.3561,0.41747,0.40439,-0.2256,0.2436,1.0
ag08,30.0,1.3673,0.41907,0.40611,-0.2308,0.2348,1.0
ag09,0.0,0.1193,0.03119,0.00734,-0.0267,1.0,1.0
ag09,0.5,0.1665,0.03141,0.00721,-0.0258,1.0,1.0
ag09,1.0,0.2122,0.03176,0.00746,-0.0248,1.0,1.0
ag09,1.5,0.2563,0.03225,0.00804,-0.0239,1.0,1.0
ag09,2.0,0.2985,0.03295,0.00903,-0.0231,1.0,1.0
ag09,2.5,0.3383,0.03393,0.0105,-0.0226,1.0,1.0
ag09,3.0,0.3744,0.03537,0.01246,-0.0225,1.0,1.0
ag09,3.5,0.4059,0.03753,0.01517,-0.0234,1.0,1.0
ag09,4.0,0.4311,0.04066,0.01889,-0.0257,1.0,1.0
ag09,4.5,0.4513,0.0448,0.02346,-0.0293,1.0,1.0
ag09,5.0,0.4689,0.04974,0.02879,-0.0337,1.0,1.0
ag09,5.5,0.4853,0.05525,0.03466,-0.0384,1.0,1.0
ag09,6.0,0.5013,0.06118,0.04095,-0.0429,1.0,1.0
ag09,6.5,0.5169,0.06748,0.04772,-0.0473,1.0,1.0
ag09,7.0,0.5322,0.07411,0.05469,-0.0515,1.0,1.0
ag09,7.5,0.5473,0.08108,0.06199,-0.0555,1.0,1.0
ag09,8.0,0.5621,0.08834,0.06957,-0.0593,1.0,1.0
ag09,8.5,0.5768,0.09588,0.07741,-0.063,1.0,1.0
ag09,9.0,0.5913,0.10363,0.08544,-0.0666,1.0,1.0
ag09,9.5,0.606,0.11157,0.09364,-0.0701,1.0,1.0
ag09,10.0,0.6208,0.11965,0.10206,-0.0736,1.0,1.0
ag09,10.5,0.636,0.12781,0.11044,-0.077,1.0,1.0
ag09,11.0,0.6516,0.13602,0.11884,-0.0804,1.0,1.0
ag09,11.5,0.6678,0.14424,0.12723,-0.0838,1.0,1.0
ag09,12.0,0.6844,0.15247,0.13561,-0.0873,1.0,1.0
ag09,12.5,0.7016,0.16071,0.14398,-0.0908,1.0,1.0
ag09,13.0,0.7192,0.16892,0.15232,-0.0943,1.0,1.0
ag09,13.5,0.7373,0.17713,0.16073,-0.0979,1.0,1.0
ag09,14.0,0.7556,0.18532,0.16903,-0.1016,1.0,1.0
ag09,14.5,0.7743,0.19351,0.17732,-0.1053,1.0,1.0
ag09,15.0,0.8229,0.20889,0.19298,-0.1169,0.9548,1.0
ag09,15.5,0.8649,0.21977,0.2041,-0.1248,0.8747,1.0
ag09,16.0,0.8991,0.23129,0.21584,-0.1299,0.8135,1.0
ag09,16.5,0.9231,0.23885,0.2235,-0.1329,0.7661,1.0
ag09,17.0,0.9496,0.24868,0.23343,-0.1361,0.7195,1.0
ag09,17.5,0.9747,0.25853,0.24337,-0.1389,0.6755,1.0
ag09,18.0,0.9941,0.26515,0.25003,-0.141,0.6373,1.0
ag09,18.5,1.0187,0.27633,0.26128,-0.1439,0.6031,1.0
ag09,19.0,1.0374,0.28346,0.26858,-0.1465,0.5743,1.0
ag09,19.5,1.0566,0.29116,0.27633,-0.1492,0.546,1.0
ag09,20.0,1.0761,0.29956,0.2848,-0.1519,0.5184,1.0
ag09,20.5,1.0944,0.30693,0.29225,-0.1547,0.4921,1.0
ag09,21.0,1.1089,0.31094,0.29627,-0.1576,0.4697,1.0
ag09,21.5,1.1294,0.32152,0.30692,-0.1608,0.4481,1.0
ag09,22.0,1.1436,0.32514,0.31059,-0.1642,0.4297,1.0
ag09,22.5,1.1609,0.33256,0.31821,-0.1676,0.4108,1.0
ag09,23.0,1.1809,0.34422,0.32995,-0.171,0.3927,1.0
ag09,23.5,1.1949,0.34808,0.33387,-0.1748,0.3773,1.0
ag09,24.0,1.2096,0.35287,0.33872,-0.1787,0.3618,1.0
ag09,24.5,1.2247,0.35856,0.34449,-0.1827,0.3468,1.0
ag09,25.0,1.2401,0.36497,0.35098,-0.1867,0.3331,1.0
ag09,25.5,1.2556,0.37216,0.35825,-0.1908,0.3203,1.0
ag09,26.0,1.2717,0.38095,0.36727,-0.1948,0.3079,1.0
ag09,26.5,1.2864,0.38727,0.37371,-0.1991,0.2957,1.0
ag09,27.0,1.2983,0.38847,0.37497,-0.204,0.2857,1.0
ag09,27.5,1.312,0.39416,0.38074,-0.2086,0.2761,1.0
ag09,28.0,1.327,0.40352,0.39021,-0.2128,0.2656,1.0
ag09,28.5,1.3402,0.40838,0.39521,-0.2174,0.2548,1.0
ag09,29.0,1.3516,0.41028,0.39727,-0.2227,0.2471,1.0
ag09,29.5,1.366,0.42119,0.40831,-0.2269,0.2382,1.0
ag09,30.0,1.3768,0.42135,0.40859,-0.2323,0.2299,1.0
ag10,0.0,0.112,0.03111,0.00751,-0.0244,1.0,1.0
ag10,0.5,0.161,0.03129,0.00735,-0.0235,1.0,1.0
ag10,1.0,0.2089,0.03158,0.00756,-0.0226,1.0,1.0
ag10,1.5,0.2553,0.03199,0.00814,-0.0218,1.0,1.0
ag10,2.0,0.2998,0.03259,0.00913,-0.021,1.0,1.0
ag10,2.5,0.3418,0.03344,0.01056,-0.0205,1.0,1.0
ag10,3.0,0.3795,0.03477,0.01266,-0.0206,1.0,1.0
ag10,3.5,0.4098,0.03703,0.0156,-0.0218,1.0,1.0
ag10,4.0,0.4311,0.04071,0.01973,-0.0251,1.0,1.0
